#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz    dx2    tot
# NKPTS & NBANDS: 300  64
# Band-Index    1
   2.78625     -2.848752  0.005  0.026  0.021  0.038  0.032  0.014  0.007  0.028  0.007  0.179
   2.77406     -2.870982  0.005  0.025  0.018  0.033  0.046  0.018  0.008  0.037  0.014  0.202
   2.76188     -2.887597  0.004  0.022  0.014  0.024  0.062  0.025  0.008  0.042  0.026  0.231
   2.74969     -2.893232  0.003  0.018  0.012  0.016  0.077  0.042  0.004  0.039  0.044  0.255
   2.73750     -2.886004  0.001  0.012  0.011  0.009  0.076  0.065  0.008  0.034  0.054  0.273
   2.72531     -2.869392  0.002  0.006  0.009  0.008  0.070  0.080  0.019  0.038  0.055  0.286
   2.71312     -2.847868  0.002  0.004  0.006  0.006  0.064  0.089  0.030  0.045  0.054  0.300
   2.70093     -2.824375  0.003  0.003  0.005  0.005  0.060  0.094  0.039  0.052  0.055  0.314
   2.68875     -2.800594  0.003  0.001  0.003  0.004  0.056  0.100  0.046  0.059  0.056  0.329
   2.67656     -2.777542  0.004  0.001  0.003  0.003  0.052  0.104  0.053  0.066  0.056  0.343
   2.66437     -2.755916  0.004  0.002  0.001  0.003  0.048  0.110  0.059  0.075  0.055  0.359
   2.65218     -2.736262  0.004  0.002  0.002  0.001  0.044  0.114  0.064  0.086  0.053  0.371
   2.63999     -2.719056  0.004  0.002  0.002  0.001  0.039  0.117  0.070  0.096  0.051  0.382
   2.62780     -2.704716  0.003  0.003  0.002  0.001  0.035  0.120  0.073  0.108  0.046  0.391
   2.61561     -2.693550  0.003  0.003  0.003  0.000  0.032  0.121  0.076  0.118  0.040  0.397
   2.60343     -2.685664  0.002  0.003  0.003  0.000  0.030  0.120  0.077  0.126  0.034  0.399
   2.59124     -2.680868  0.002  0.003  0.004  0.000  0.029  0.119  0.076  0.134  0.030  0.397
   2.57905     -2.678690  0.001  0.003  0.004  0.000  0.028  0.117  0.076  0.138  0.026  0.396
   2.56686     -2.678493  0.001  0.004  0.005  0.001  0.030  0.113  0.076  0.138  0.024  0.394
   2.55467     -2.679635  0.000  0.004  0.006  0.002  0.031  0.110  0.074  0.139  0.023  0.390
   2.54248     -2.681566  0.000  0.003  0.007  0.002  0.032  0.107  0.074  0.138  0.023  0.386
   2.53029     -2.683853  0.000  0.003  0.007  0.003  0.033  0.101  0.074  0.137  0.025  0.383
   2.51811     -2.686181  0.000  0.003  0.008  0.003  0.034  0.098  0.073  0.134  0.027  0.380
   2.50592     -2.688322  0.000  0.002  0.008  0.004  0.035  0.094  0.075  0.132  0.028  0.378
   2.49373     -2.690118  0.000  0.003  0.008  0.004  0.036  0.090  0.074  0.129  0.031  0.375
   2.48154     -2.691461  0.000  0.003  0.007  0.004  0.037  0.086  0.075  0.126  0.036  0.371
   2.46935     -2.692284  0.000  0.002  0.007  0.004  0.038  0.081  0.076  0.122  0.038  0.368
   2.45716     -2.692551  0.000  0.002  0.006  0.005  0.038  0.077  0.077  0.119  0.041  0.366
   2.44498     -2.692252  0.000  0.002  0.006  0.005  0.039  0.074  0.078  0.114  0.045  0.363
   2.43279     -2.691402  0.001  0.002  0.005  0.005  0.040  0.070  0.080  0.109  0.047  0.360
   2.42060     -2.690038  0.001  0.002  0.006  0.004  0.040  0.066  0.082  0.103  0.051  0.356
   2.40841     -2.688218  0.002  0.002  0.006  0.004  0.041  0.063  0.085  0.097  0.053  0.353
   2.39622     -2.686025  0.003  0.002  0.006  0.003  0.041  0.060  0.088  0.089  0.056  0.349
   2.38403     -2.683567  0.003  0.002  0.005  0.003  0.040  0.057  0.092  0.082  0.059  0.346
   2.37184     -2.680975  0.005  0.003  0.006  0.003  0.040  0.054  0.095  0.073  0.061  0.341
   2.35966     -2.678405  0.005  0.004  0.005  0.002  0.039  0.052  0.100  0.066  0.064  0.337
   2.34747     -2.676037  0.007  0.004  0.005  0.002  0.038  0.049  0.106  0.057  0.065  0.333
   2.33528     -2.674066  0.009  0.004  0.005  0.002  0.035  0.048  0.110  0.048  0.066  0.329
   2.32309     -2.672701  0.010  0.006  0.005  0.002  0.033  0.046  0.115  0.040  0.066  0.323
   2.31090     -2.672148  0.012  0.006  0.006  0.001  0.031  0.043  0.120  0.031  0.065  0.319
   2.29871     -2.672590  0.015  0.008  0.007  0.001  0.030  0.041  0.125  0.025  0.065  0.315
   2.28653     -2.674176  0.017  0.008  0.007  0.001  0.028  0.039  0.130  0.018  0.062  0.310
   2.27434     -2.676992  0.020  0.010  0.008  0.001  0.028  0.035  0.135  0.013  0.058  0.307
   2.26215     -2.681058  0.023  0.003  0.006  0.010  0.017  0.016  0.050  0.037  0.143  0.304
   2.26215     -2.681058  0.023  0.003  0.006  0.011  0.017  0.015  0.050  0.037  0.143  0.304
   2.24996     -2.674849  0.019  0.005  0.005  0.005  0.027  0.027  0.095  0.027  0.095  0.307
   2.23777     -2.675572  0.012  0.005  0.005  0.005  0.035  0.035  0.090  0.035  0.090  0.307
   2.22558     -2.683896  0.009  0.004  0.004  0.004  0.042  0.042  0.081  0.042  0.081  0.310
   2.21339     -2.699644  0.006  0.004  0.004  0.004  0.049  0.049  0.070  0.049  0.071  0.309
   2.20121     -2.716110  0.030  0.005  0.007  0.013  0.010  0.025  0.026  0.034  0.165  0.313
   2.18902     -2.724708  0.031  0.005  0.007  0.013  0.011  0.028  0.022  0.033  0.169  0.321
   2.17683     -2.733365  0.031  0.006  0.007  0.013  0.015  0.031  0.020  0.034  0.170  0.328
   2.16464     -2.741929  0.032  0.005  0.007  0.013  0.016  0.035  0.018  0.035  0.177  0.337
   2.15245     -2.750287  0.030  0.005  0.007  0.012  0.018  0.038  0.017  0.035  0.180  0.345
   2.14026     -2.758361  0.030  0.007  0.006  0.012  0.020  0.042  0.017  0.036  0.185  0.354
   2.12807     -2.766108  0.030  0.006  0.006  0.011  0.022  0.045  0.017  0.036  0.188  0.363
   2.11589     -2.773513  0.028  0.006  0.005  0.011  0.025  0.048  0.019  0.036  0.192  0.371
   2.10370     -2.780583  0.027  0.006  0.005  0.011  0.027  0.051  0.019  0.038  0.196  0.379
   2.09151     -2.787340  0.026  0.007  0.004  0.011  0.029  0.053  0.022  0.037  0.196  0.385
   2.07932     -2.793814  0.024  0.006  0.003  0.011  0.032  0.057  0.024  0.036  0.196  0.392
   2.06713     -2.800038  0.022  0.008  0.010  0.002  0.052  0.028  0.193  0.050  0.029  0.396
   2.05494     -2.806042  0.020  0.004  0.004  0.012  0.042  0.061  0.044  0.032  0.178  0.401
   2.04276     -2.811842  0.020  0.003  0.005  0.012  0.048  0.062  0.060  0.030  0.161  0.402
   2.03057     -2.817436  0.017  0.008  0.003  0.008  0.039  0.058  0.068  0.050  0.152  0.403
   2.01838     -2.822788  0.016  0.001  0.008  0.011  0.063  0.058  0.100  0.030  0.115  0.405
   2.00619     -2.827824  0.014  0.000  0.011  0.010  0.073  0.051  0.130  0.035  0.079  0.405
   1.99400     -2.832425  0.012  0.000  0.011  0.011  0.077  0.057  0.111  0.035  0.090  0.404
   1.98181     -2.836413  0.011  0.000  0.012  0.010  0.085  0.056  0.110  0.040  0.079  0.404
   1.96962     -2.839566  0.009  0.000  0.013  0.010  0.092  0.057  0.106  0.046  0.072  0.405
   1.95744     -2.841624  0.008  0.000  0.014  0.009  0.100  0.058  0.098  0.052  0.066  0.407
   1.94525     -2.842334  0.007  0.001  0.014  0.008  0.108  0.060  0.088  0.062  0.062  0.410
   1.93306     -2.841488  0.005  0.009  0.001  0.013  0.067  0.117  0.031  0.070  0.105  0.418
   1.92087     -2.838982  0.004  0.002  0.013  0.007  0.124  0.065  0.070  0.087  0.054  0.427
   1.90868     -2.834842  0.004  0.002  0.012  0.005  0.130  0.069  0.061  0.104  0.052  0.440
   1.89649     -2.829239  0.003  0.002  0.012  0.005  0.135  0.075  0.054  0.119  0.050  0.454
   1.88430     -2.822446  0.002  0.003  0.011  0.003  0.139  0.081  0.049  0.135  0.048  0.470
   1.87212     -2.814799  0.001  0.006  0.009  0.001  0.119  0.098  0.061  0.160  0.033  0.487
   1.85993     -2.806641  0.001  0.009  0.004  0.001  0.094  0.146  0.071  0.160  0.019  0.504
   1.84774     -2.798284  0.001  0.004  0.006  0.001  0.124  0.114  0.054  0.180  0.036  0.522
   1.83555     -2.789986  0.000  0.003  0.005  0.001  0.140  0.109  0.044  0.186  0.047  0.538
   1.82336     -2.781945  0.000  0.003  0.005  0.001  0.135  0.120  0.047  0.196  0.045  0.553
   1.81117     -2.774305  0.000  0.003  0.004  0.000  0.135  0.127  0.047  0.203  0.046  0.566
   1.79899     -2.767165  0.000  0.002  0.004  0.000  0.135  0.133  0.049  0.208  0.048  0.579
   1.78680     -2.760586  0.000  0.002  0.003  0.000  0.131  0.143  0.052  0.212  0.046  0.591
   1.77461     -2.754606  0.000  0.000  0.000  0.002  0.198  0.183  0.049  0.114  0.054  0.602
   1.76242     -2.749246  0.000  0.000  0.000  0.002  0.207  0.179  0.049  0.117  0.057  0.611
   1.75023     -2.744516  0.000  0.001  0.001  0.000  0.129  0.159  0.059  0.220  0.049  0.618
   1.73804     -2.740420  0.000  0.000  0.000  0.001  0.214  0.179  0.050  0.120  0.060  0.625
   1.72585     -2.736959  0.000  0.000  0.000  0.000  0.128  0.164  0.060  0.224  0.051  0.629
   1.71367     -2.734130  0.000  0.000  0.000  0.000  0.122  0.214  0.083  0.183  0.031  0.634
   1.70148     -2.731933  0.000  0.000  0.000  0.000  0.127  0.171  0.065  0.224  0.050  0.638
   1.68929     -2.730365  0.000  0.000  0.000  0.000  0.128  0.171  0.065  0.226  0.052  0.640
   1.67710     -2.729425  0.000  0.000  0.000  0.000  0.127  0.173  0.065  0.225  0.051  0.642
   1.66491     -2.729111  0.000  0.000  0.000  0.000  0.146  0.161  0.057  0.220  0.059  0.643
   1.66491     -2.729111  0.000  0.000  0.000  0.000  0.125  0.176  0.067  0.223  0.050  0.642
   1.65496     -2.729304  0.000  0.000  0.000  0.000  0.143  0.149  0.052  0.236  0.064  0.642
   1.64501     -2.729883  0.000  0.000  0.000  0.000  0.141  0.148  0.053  0.236  0.062  0.642
   1.63506     -2.730849  0.000  0.000  0.000  0.000  0.141  0.149  0.052  0.237  0.062  0.641
   1.62510     -2.732208  0.000  0.000  0.000  0.000  0.141  0.148  0.052  0.236  0.062  0.639
   1.61515     -2.733964  0.000  0.000  0.000  0.000  0.141  0.147  0.053  0.236  0.062  0.637
   1.60520     -2.736123  0.000  0.000  0.000  0.000  0.139  0.146  0.052  0.236  0.060  0.634
   1.59525     -2.738416  0.000  0.004  0.000  0.000  0.194  0.237  0.080  0.067  0.027  0.610
   1.58530     -2.739317  0.002  0.004  0.002  0.000  0.188  0.226  0.076  0.066  0.028  0.592
   1.57534     -2.738180  0.002  0.006  0.002  0.000  0.181  0.208  0.070  0.065  0.028  0.565
   1.56539     -2.732678  0.006  0.010  0.004  0.000  0.163  0.180  0.060  0.061  0.028  0.513
   1.55544     -2.723409  0.000  0.000  0.000  0.006  0.171  0.109  0.024  0.210  0.084  0.608
   1.54549     -2.722042  0.000  0.000  0.000  0.006  0.168  0.110  0.024  0.210  0.084  0.602
   1.53554     -2.720462  0.000  0.000  0.000  0.008  0.164  0.108  0.024  0.206  0.084  0.594
   1.52559     -2.718647  0.000  0.000  0.000  0.008  0.162  0.106  0.022  0.204  0.086  0.588
   1.51563     -2.716578  0.000  0.000  0.000  0.010  0.156  0.104  0.022  0.200  0.084  0.580
   1.50568     -2.714237  0.000  0.000  0.000  0.010  0.153  0.104  0.020  0.198  0.084  0.573
   1.49573     -2.711603  0.000  0.000  0.000  0.014  0.148  0.102  0.020  0.195  0.084  0.564
   1.48578     -2.708660  0.000  0.000  0.000  0.016  0.142  0.102  0.020  0.192  0.084  0.554
   1.47583     -2.705392  0.000  0.000  0.000  0.016  0.138  0.100  0.018  0.188  0.082  0.546
   1.46587     -2.701783  0.000  0.000  0.000  0.018  0.132  0.100  0.018  0.184  0.082  0.538
   1.45592     -2.697821  0.002  0.002  0.000  0.018  0.126  0.100  0.018  0.182  0.080  0.526
   1.44597     -2.693496  0.002  0.002  0.000  0.022  0.120  0.100  0.018  0.176  0.080  0.516
   1.43602     -2.688800  0.002  0.002  0.000  0.024  0.112  0.100  0.018  0.174  0.078  0.506
   1.42607     -2.683729  0.002  0.002  0.000  0.026  0.108  0.098  0.018  0.168  0.076  0.496
   1.41612     -2.704720  0.016  0.002  0.000  0.008  0.022  0.006  0.030  0.004  0.202  0.288
   1.40616     -2.738236  0.016  0.004  0.000  0.006  0.020  0.004  0.032  0.002  0.200  0.286
   1.39621     -2.770827  0.018  0.004  0.000  0.006  0.018  0.002  0.034  0.002  0.200  0.286
   1.38626     -2.801747  0.018  0.004  0.000  0.006  0.014  0.004  0.036  0.004  0.202  0.288
   1.37631     -2.829884  0.018  0.004  0.000  0.006  0.012  0.004  0.042  0.006  0.204  0.294
   1.36636     -2.853587  0.018  0.004  0.000  0.004  0.010  0.006  0.050  0.006  0.206  0.306
   1.35640     -2.870936  0.014  0.006  0.000  0.004  0.010  0.014  0.064  0.010  0.204  0.322
   1.34645     -2.881149  0.012  0.006  0.000  0.002  0.008  0.024  0.082  0.010  0.198  0.344
   1.33650     -2.885838  0.008  0.006  0.000  0.002  0.010  0.034  0.094  0.012  0.192  0.360
   1.32655     -2.887839  0.008  0.004  0.000  0.002  0.010  0.044  0.100  0.012  0.190  0.370
   1.31660     -2.889543  0.004  0.004  0.000  0.000  0.012  0.052  0.098  0.014  0.186  0.376
   1.30664     -2.892522  0.002  0.002  0.000  0.000  0.016  0.060  0.094  0.014  0.184  0.376
   1.29669     -2.897747  0.002  0.002  0.000  0.000  0.016  0.068  0.084  0.016  0.182  0.372
   1.28674     -2.905786  0.002  0.000  0.000  0.000  0.018  0.074  0.072  0.018  0.180  0.366
   1.27679     -2.916905  0.002  0.000  0.000  0.000  0.020  0.080  0.060  0.020  0.178  0.358
   1.26684     -2.931110  0.002  0.000  0.000  0.000  0.020  0.084  0.046  0.020  0.174  0.348
   1.25689     -2.948162  0.000  0.000  0.000  0.000  0.022  0.086  0.036  0.024  0.170  0.338
   1.24693     -2.967602  0.000  0.000  0.000  0.000  0.020  0.086  0.026  0.026  0.168  0.330
   1.23698     -2.988752  0.000  0.000  0.000  0.000  0.022  0.084  0.018  0.030  0.166  0.322
   1.22703     -3.010711  0.000  0.000  0.000  0.002  0.022  0.082  0.012  0.036  0.164  0.316
   1.21708     -3.021117  0.018  0.000  0.010  0.000  0.238  0.008  0.032  0.120  0.062  0.488
   1.20713     -3.023548  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.118  0.060  0.488
   1.19717     -3.025292  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.118  0.060  0.488
   1.18722     -3.026342  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.118  0.060  0.488
   1.17727     -3.026692  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.118  0.060  0.488
   1.17727     -3.026692  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.118  0.060  0.488
   1.16732     -3.027263  0.020  0.000  0.010  0.002  0.240  0.006  0.032  0.116  0.060  0.486
   1.15737     -3.029004  0.020  0.000  0.010  0.002  0.236  0.006  0.032  0.116  0.060  0.484
   1.14741     -3.032001  0.020  0.000  0.010  0.000  0.232  0.008  0.032  0.114  0.060  0.480
   1.13746     -3.036396  0.022  0.000  0.010  0.000  0.226  0.010  0.032  0.112  0.058  0.474
   1.12751     -3.042388  0.022  0.002  0.010  0.000  0.216  0.014  0.036  0.108  0.056  0.466
   1.11756     -3.050223  0.024  0.002  0.012  0.000  0.208  0.018  0.036  0.104  0.054  0.456
   1.10761     -3.060188  0.026  0.002  0.012  0.002  0.194  0.022  0.036  0.100  0.052  0.444
   1.09766     -3.071554  0.002  0.000  0.000  0.004  0.026  0.062  0.000  0.054  0.162  0.312
   1.08770     -3.068366  0.000  0.000  0.000  0.004  0.026  0.064  0.000  0.054  0.158  0.308
   1.07775     -3.064699  0.000  0.000  0.000  0.004  0.026  0.064  0.002  0.054  0.152  0.306
   1.06780     -3.060490  0.000  0.000  0.000  0.002  0.026  0.066  0.002  0.056  0.148  0.302
   1.05785     -3.055647  0.000  0.002  0.000  0.002  0.026  0.068  0.002  0.056  0.140  0.296
   1.04790     -3.050044  0.000  0.002  0.000  0.004  0.024  0.068  0.004  0.056  0.132  0.292
   1.03794     -3.043513  0.000  0.002  0.000  0.004  0.024  0.070  0.004  0.056  0.122  0.284
   1.02799     -3.035836  0.000  0.002  0.000  0.004  0.024  0.072  0.006  0.056  0.110  0.274
   1.01804     -3.026762  0.000  0.002  0.002  0.004  0.024  0.070  0.006  0.058  0.098  0.266
   1.00809     -3.016032  0.002  0.002  0.002  0.004  0.024  0.070  0.008  0.058  0.086  0.256
   0.99814     -3.003441  0.002  0.002  0.002  0.006  0.024  0.070  0.008  0.060  0.070  0.244
   0.98818     -2.988884  0.004  0.002  0.002  0.006  0.022  0.068  0.008  0.060  0.058  0.232
   0.97823     -2.972389  0.006  0.004  0.004  0.006  0.022  0.064  0.010  0.060  0.048  0.224
   0.96828     -2.954088  0.006  0.004  0.004  0.006  0.022  0.062  0.010  0.060  0.040  0.214
   0.95833     -2.934177  0.008  0.004  0.004  0.006  0.022  0.058  0.010  0.064  0.034  0.208
   0.94838     -2.912867  0.010  0.004  0.004  0.006  0.022  0.054  0.008  0.066  0.028  0.202
   0.93843     -2.890364  0.010  0.004  0.006  0.006  0.022  0.052  0.008  0.068  0.026  0.198
   0.92847     -2.866867  0.010  0.002  0.006  0.006  0.022  0.046  0.008  0.072  0.024  0.194
   0.91852     -2.842577  0.010  0.002  0.006  0.006  0.022  0.042  0.006  0.076  0.022  0.192
   0.90857     -2.817728  0.010  0.002  0.006  0.004  0.024  0.038  0.004  0.082  0.022  0.194
   0.89862     -2.792643  0.010  0.002  0.006  0.004  0.022  0.032  0.004  0.088  0.020  0.192
   0.88867     -2.767875  0.010  0.002  0.006  0.004  0.026  0.026  0.002  0.098  0.020  0.196
   0.87871     -2.744566  0.008  0.002  0.006  0.002  0.028  0.018  0.002  0.114  0.018  0.200
   0.86876     -2.725434  0.006  0.004  0.004  0.002  0.032  0.010  0.008  0.132  0.016  0.216
   0.85881     -2.716392  0.002  0.004  0.002  0.000  0.040  0.010  0.030  0.146  0.012  0.245
   0.84886     -2.723050  0.000  0.006  0.002  0.000  0.044  0.024  0.058  0.136  0.006  0.278
   0.83891     -2.741988  0.000  0.006  0.002  0.002  0.044  0.042  0.072  0.118  0.004  0.287
   0.82896     -2.766829  0.000  0.006  0.002  0.004  0.040  0.054  0.074  0.100  0.004  0.286
   0.81900     -2.793711  0.000  0.006  0.004  0.004  0.036  0.062  0.070  0.088  0.002  0.276
   0.80905     -2.819938  0.000  0.008  0.006  0.006  0.032  0.070  0.064  0.076  0.006  0.270
   0.79910     -2.842387  0.002  0.010  0.014  0.008  0.024  0.076  0.056  0.066  0.006  0.260
   0.78915     -2.856673  0.002  0.010  0.022  0.010  0.018  0.078  0.046  0.054  0.008  0.248
   0.77920     -2.858958  0.004  0.014  0.034  0.012  0.012  0.070  0.032  0.038  0.010  0.226
   0.76924     -2.850312  0.006  0.016  0.044  0.014  0.010  0.056  0.022  0.026  0.008  0.202
   0.75929     -2.835547  0.006  0.018  0.052  0.016  0.008  0.044  0.014  0.018  0.008  0.179
   0.74934     -2.818778  0.006  0.020  0.056  0.016  0.006  0.030  0.010  0.012  0.006  0.161
   0.73939     -2.802448  0.004  0.020  0.060  0.018  0.004  0.022  0.006  0.008  0.004  0.144
   0.72944     -2.787940  0.002  0.022  0.065  0.018  0.002  0.014  0.004  0.004  0.004  0.134
   0.71948     -2.776068  0.002  0.022  0.066  0.018  0.000  0.008  0.002  0.002  0.000  0.125
   0.70953     -2.767317  0.000  0.023  0.069  0.020  0.000  0.004  0.000  0.000  0.000  0.117
   0.69958     -2.761970  0.000  0.024  0.070  0.020  0.000  0.000  0.000  0.000  0.000  0.113
   0.68963     -2.760186  0.000  0.039  0.023  0.051  0.000  0.000  0.000  0.000  0.000  0.113
   0.68963     -2.760186  0.000  0.045  0.021  0.048  0.000  0.000  0.000  0.000  0.000  0.112
   0.67555     -2.761475  0.000  0.024  0.070  0.020  0.000  0.000  0.000  0.000  0.000  0.116
   0.66148     -2.765268  0.000  0.024  0.068  0.020  0.004  0.004  0.000  0.004  0.004  0.124
   0.64741     -2.771238  0.000  0.024  0.064  0.020  0.004  0.012  0.004  0.008  0.004  0.140
   0.63333     -2.778926  0.000  0.020  0.060  0.016  0.008  0.016  0.008  0.012  0.012  0.156
   0.61926     -2.787799  0.000  0.020  0.056  0.016  0.012  0.028  0.008  0.016  0.016  0.176
   0.60518     -2.797315  0.004  0.020  0.052  0.016  0.016  0.036  0.012  0.024  0.020  0.200
   0.59111     -2.806972  0.004  0.020  0.048  0.016  0.020  0.048  0.016  0.028  0.028  0.224
   0.57704     -2.816336  0.004  0.016  0.044  0.016  0.024  0.064  0.020  0.032  0.032  0.252
   0.56296     -2.791179  0.000  0.004  0.000  0.012  0.016  0.100  0.024  0.008  0.016  0.180
   0.54889     -2.832859  0.004  0.016  0.036  0.012  0.032  0.088  0.028  0.044  0.044  0.300
   0.53481     -2.839550  0.004  0.012  0.032  0.012  0.036  0.100  0.028  0.044  0.052  0.324
   0.52074     -2.844997  0.004  0.012  0.028  0.012  0.036  0.116  0.032  0.048  0.060  0.348
   0.50667     -2.849120  0.004  0.012  0.024  0.008  0.040  0.128  0.036  0.052  0.064  0.368
   0.49259     -2.851875  0.004  0.008  0.020  0.008  0.044  0.140  0.036  0.052  0.072  0.388
   0.47852     -2.853248  0.004  0.008  0.020  0.008  0.044  0.148  0.040  0.056  0.080  0.408
   0.46444     -2.853244  0.004  0.008  0.016  0.008  0.048  0.160  0.040  0.056  0.084  0.424
   0.45037     -2.851881  0.004  0.008  0.016  0.004  0.048  0.168  0.040  0.056  0.092  0.440
   0.43630     -2.849185  0.004  0.004  0.012  0.004  0.048  0.180  0.044  0.060  0.096  0.456
   0.42222     -2.845190  0.004  0.004  0.012  0.004  0.048  0.188  0.044  0.060  0.104  0.468
   0.40815     -2.839943  0.004  0.004  0.008  0.004  0.052  0.192  0.044  0.060  0.108  0.480
   0.39407     -2.833520  0.004  0.004  0.008  0.004  0.052  0.198  0.048  0.060  0.112  0.492
   0.38000     -2.826072  0.004  0.000  0.008  0.004  0.052  0.200  0.052  0.064  0.116  0.500
   0.36593     -2.817960  0.004  0.000  0.008  0.004  0.052  0.200  0.056  0.072  0.112  0.504
   0.35185     -2.810116  0.000  0.000  0.012  0.004  0.056  0.192  0.064  0.080  0.096  0.504
   0.33778     -2.804869  0.000  0.000  0.020  0.004  0.060  0.160  0.076  0.104  0.064  0.484
   0.32370     -2.805618  0.000  0.000  0.032  0.004  0.060  0.116  0.088  0.120  0.020  0.440
   0.30963     -2.811707  0.004  0.000  0.036  0.004  0.060  0.080  0.088  0.128  0.004  0.408
   0.29556     -2.818923  0.004  0.000  0.036  0.004  0.064  0.072  0.088  0.128  0.000  0.400
   0.28148     -2.824684  0.004  0.000  0.032  0.004  0.072  0.072  0.088  0.128  0.000  0.404
   0.26741     -2.796886  0.000  0.000  0.020  0.004  0.004  0.004  0.008  0.060  0.004  0.108
   0.25333     -2.742552  0.000  0.000  0.020  0.004  0.004  0.008  0.008  0.064  0.000  0.112
   0.23926     -2.687850  0.000  0.000  0.020  0.004  0.004  0.008  0.008  0.068  0.002  0.116
   0.22518     -2.683049  0.000  0.000  0.000  0.000  0.076  0.176  0.088  0.268  0.036  0.644
   0.21111     -2.688528  0.000  0.000  0.000  0.000  0.076  0.180  0.088  0.268  0.036  0.644
   0.19704     -2.693682  0.000  0.000  0.000  0.000  0.072  0.180  0.088  0.264  0.032  0.644
   0.18296     -2.698504  0.000  0.000  0.000  0.000  0.072  0.184  0.088  0.264  0.032  0.644
   0.16889     -2.702987  0.000  0.000  0.000  0.000  0.072  0.188  0.087  0.264  0.032  0.644
   0.15481     -2.707127  0.000  0.000  0.000  0.000  0.072  0.188  0.086  0.264  0.032  0.644
   0.14074     -2.710917  0.000  0.000  0.000  0.000  0.072  0.192  0.085  0.263  0.032  0.644
   0.12667     -2.719546  0.044  0.028  0.000  0.004  0.040  0.000  0.016  0.008  0.040  0.184
   0.11259     -2.750003  0.000  0.000  0.000  0.008  0.208  0.056  0.004  0.204  0.088  0.568
   0.09852     -2.745489  0.000  0.000  0.000  0.008  0.220  0.056  0.004  0.204  0.096  0.585
   0.08444     -2.741483  0.000  0.000  0.000  0.004  0.228  0.060  0.000  0.204  0.100  0.600
   0.07037     -2.737956  0.000  0.000  0.000  0.004  0.238  0.060  0.000  0.204  0.104  0.612
   0.05630     -2.734931  0.000  0.000  0.000  0.004  0.246  0.063  0.000  0.203  0.108  0.623
   0.04222     -2.732463  0.000  0.000  0.000  0.000  0.251  0.065  0.000  0.201  0.112  0.631
   0.02815     -2.730624  0.000  0.000  0.000  0.000  0.256  0.066  0.000  0.201  0.114  0.637
   0.01407     -2.729485  0.000  0.000  0.000  0.000  0.258  0.068  0.000  0.199  0.116  0.641
   0.00000     -2.729111  0.000  0.000  0.000  0.000  0.118  0.198  0.076  0.209  0.040  0.642
 
# Band-Index   25
   0.00000     -2.729076  0.000  0.000  0.000  0.000  0.175  0.175  0.058  0.175  0.058  0.643
   0.01407     -2.728916  0.000  0.000  0.000  0.000  0.067  0.199  0.086  0.258  0.030  0.642
   0.02815     -2.728368  0.000  0.000  0.000  0.000  0.067  0.200  0.086  0.259  0.030  0.642
   0.04222     -2.727455  0.000  0.000  0.000  0.000  0.068  0.199  0.086  0.259  0.032  0.642
   0.05630     -2.726177  0.000  0.000  0.000  0.000  0.068  0.199  0.086  0.260  0.032  0.642
   0.07037     -2.724536  0.000  0.000  0.000  0.000  0.068  0.197  0.084  0.260  0.032  0.642
   0.08444     -2.722531  0.000  0.000  0.000  0.000  0.068  0.196  0.084  0.260  0.032  0.643
   0.09852     -2.720165  0.000  0.000  0.000  0.000  0.068  0.196  0.084  0.260  0.032  0.643
   0.11259     -2.717440  0.000  0.000  0.000  0.000  0.068  0.195  0.084  0.260  0.032  0.643
   0.12667     -2.714356  0.000  0.000  0.000  0.000  0.068  0.192  0.085  0.260  0.032  0.643
   0.14074     -2.653779  0.040  0.028  0.000  0.004  0.048  0.000  0.020  0.012  0.048  0.200
   0.15481     -2.594881  0.036  0.028  0.000  0.004  0.052  0.000  0.024  0.016  0.056  0.212
   0.16889     -2.547128  0.028  0.024  0.004  0.004  0.044  0.004  0.032  0.024  0.060  0.220
   0.18296     -2.522791  0.016  0.016  0.008  0.004  0.024  0.012  0.032  0.048  0.040  0.196
   0.19704     -2.539273  0.004  0.004  0.016  0.004  0.004  0.012  0.020  0.072  0.014  0.152
   0.21111     -2.582288  0.000  0.004  0.020  0.004  0.000  0.012  0.012  0.076  0.004  0.132
   0.22518     -2.633765  0.000  0.000  0.020  0.004  0.000  0.008  0.012  0.072  0.004  0.124
   0.23926     -2.677254  0.000  0.000  0.004  0.000  0.076  0.172  0.088  0.268  0.036  0.644
   0.25333     -2.671155  0.000  0.000  0.004  0.000  0.080  0.168  0.088  0.272  0.036  0.644
   0.26741     -2.674201  0.012  0.000  0.004  0.000  0.004  0.164  0.004  0.000  0.264  0.452
   0.28148     -2.698293  0.012  0.000  0.004  0.000  0.004  0.168  0.004  0.000  0.252  0.448
   0.29556     -2.718780  0.016  0.004  0.004  0.000  0.008  0.168  0.000  0.000  0.244  0.440
   0.30963     -2.734773  0.016  0.004  0.008  0.000  0.004  0.152  0.000  0.000  0.228  0.416
